DCA License Number	License Type	License Expiration Date	Business Name	Business Name 2	Address Building	Address Street Name	Secondary Address Street Name	Address City	Address State	Address ZIP	Contact Phone Number	Address Borough	Borough Code
1469453-DCA	Business	3/31/15	"CORINTHIAN PARKING MANAGEMENT, LLC"		330	E 38TH ST		NEW YORK	NY	10016	2127957275	Manhattan	1
2039242-DCA	Business	3/31/17	247 NORTH 7TH STREET PARKING CORP		248	N 8TH ST		BROOKLYN	NY	11211	2127367171	Brooklyn	3
2022444-DCA	Business	3/31/17	QSB 267 PROPERTY CO LLC		267	W 87TH ST		NEW YORK	NY	10024	2127246833	Manhattan	1
1341459-DCA	Business	3/31/21	SP PLUS CORPORATION		353	WEST ST		NEW YORK	NY	10014	2125025490	Manhattan	1
0883497-DCA	Business	3/31/15	"G & R PARKING SERVICES, INC."		1550	BLONDELL AVE		BRONX	NY	10461	7184309038	Bronx	2
1400292-DCA	Business	3/31/21	"CONNAUGHT CAR PARK, LLC"		300	E 54TH ST		NEW YORK	NY	10022	2129966363	Manhattan	1
2050301-DCA	Business	3/31/21	10 WEST 66TH STREET CAR PARK LLC	GGMC	10	W 66TH ST		NEW YORK	NY	10023	2129966363	Manhattan	1
1406932-DCA	Business	3/31/17	ROX PARKING LLC		931	1ST AVE		NEW YORK	NY	10022	2123272626	Manhattan	1
2037397-DCA	Business	3/31/21	45TH STREET PARKING CORP		825	2ND AVE		NEW YORK	NY	10017	2127367171	Manhattan	1
0831034-DCA	Business	3/31/21	"3223 JOHNSON SERVICES, INC."		3223	JOHNSON AVE		BRONX	NY	10463	718-543-5219	Bronx	2
1266229-DCA	Business	3/31/15	PRIME CAR PARK LLC		941	HOE AVE		BRONX	NY	10459	2122216111	Bronx	2
1099297-DCA	Business	3/31/21	205 THIRD PARKING LLC		205	3RD AVE		NEW YORK	NY	10003	2126869800	Manhattan	1
1204604-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	211	W 87TH ST		NEW YORK	NY	10024	2125025490	Manhattan	1
1213350-DCA	Business	3/31/21	"STABLE CAR PARKING, INC."		9201	4TH AVE		BROOKLYN	NY	11209	212-979-9815	Brooklyn	3
1146424-DCA	Business	3/31/21	REGAL PARKING CORP.		9822	63RD DR		REGO PARK	NY	11374	2127367171	Queens	4
2082673-DCA	Business	3/31/21	SEWARD PARK GARAGE LLC		413	GRAND ST		NEW YORK	NY	10002	6465840409	Manhattan	1
0368506-DCA	Business	3/31/21	GEMA PARKING CORP.		333	E 14TH ST		NEW YORK	NY	10003	2124774043	Manhattan	1
1065227-DCA	Business	3/31/11	1010 PARKING CORP.		530	E 72ND ST		NEW YORK	NY	10021	2127367171	Manhattan	1
1257426-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), INC"		420	E 20TH ST		NEW YORK	NY	10009	2129378660	Manhattan	1
1078473-DCA	Business	3/31/19	2910 ATLANTIC PARKING CORP.		188	W 230TH ST		BRONX	NY	10463	7183648350	Bronx	2
1397435-DCA	Business	3/31/15	ON 2'S PARKING & STORAGE INC.		650	BERRIMAN ST		BROOKLYN	NY	11208	6313341802	Brooklyn	3
2031080-DCA	Business	3/31/17	IMPERIAL PARKING US LLC	IMPARK	302	2ND ST		BROOKLYN	NY	11215	2125573311	Brooklyn	3
2034514-DCA	Business	3/31/19	CLINTON GRAND PARKING LLC		240	E BROADWAY		NEW YORK	NY	10002	212-686-9800	Manhattan	1
2044842-DCA	Business	3/31/21	333 EAST 75TH STREET PARKING CORP.		333	E 75TH ST		NEW YORK	NY	10021	2127367171	Manhattan	1
1199924-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	23	W 55TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
0901085-DCA	Business	3/31/13	LTG PARKING CORP.		205	W END AVE		NEW YORK	NY	10023	2129999999	Manhattan	1
2075363-DCA	Business	3/31/21	SP PLUS CORPORATION		1500	UNIONPORT RD		BRONX	NY	10462	2125025490	Bronx	2
1171189-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		56	GREENWICH ST		NEW YORK	NY	10006	2125025490	Manhattan	1
1343881-DCA	Business	3/31/21	SEAPORT PARKING LLC		80	BEEKMAN ST		NEW YORK	NY	10038	2126869800	Manhattan	1
1445860-DCA	Business	3/31/21	"EDISON NY PARKING, LLC"		270	DYCKMAN ST		NEW YORK	NY	10034	3477285044	Manhattan	1
1231157-DCA	Business	3/31/21	MURRAY PARK GARAGE CO. LLC		120	E 34TH ST		NEW YORK	NY	10016	2122139600	Manhattan	1
1234298-DCA	Business	3/31/21	METROPOLITAN 51 PARKING LLC		569-573	LEXINGTON AVE		NEW YORK	NY	10022	2123088474	Manhattan	1
0945052-DCA	Business	3/31/13	BOULEVARD LEASING LIMITED PARTNERSHIP		9745	QUEENS BLVD		REGO PARK	NY	11374	7188309084	Queens	4
2054333-DCA	Business	3/31/21	247 NORTH 7TH STREET PARKING CORP.		248	N 8TH ST		BROOKLYN	NY	11211	929-337-8633	Brooklyn	3
2008790-DCA	Business	3/31/21	WEST 43 PARKING LLC		635	W 42ND ST		NEW YORK	NY	10036	2122624771	Manhattan	1
2004995-DCA	Business	3/31/17	"CLEAN AIR CAR SERVICE & PARKING BRANCH TWO, LLC"		3720	PRINCE ST		FLUSHING	NY	11354	718-395-8288	Queens	4
0368933-DCA	Business	3/31/21	"BRICIN PARKING, CORP."		511	E 80TH ST		NEW YORK	NY	10075	2126500141	Manhattan	1
1257428-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), INC"		527	E 14TH ST		NEW YORK	NY	10009	2129378660	Manhattan	1
1393976-DCA	Business	3/31/19	ENTERPRISE PARKING SYSTEMS 11 LLC		145	E 16TH ST		NEW YORK	NY	10003	2125643199	Manhattan	1
1029225-DCA	Business	3/31/21	245 EAST 19 STREET PARKING LLC		245	E 19TH ST		NEW YORK	NY	10003	2126869800	Manhattan	1
1373329-DCA	Business	3/31/13	"SHELTER PARKING BREVARD, LLC"		245	E 54TH ST		NEW YORK	NY	10022	5168813535	Manhattan	1
2021041-DCA	Business	3/31/17	82-11 LLC		8213	37TH AVE		JACKSON HEIGHTS	NY	11372	9172160426	Queens	4
1284045-DCA	Business	1/16/11	"SMITH CAR PARK, LLC"		75	SMITH ST		BROOKLYN	NY	11201	2129966363	Brooklyn	3
1243733-DCA	Business	3/31/19	PURE ROYALTY ENTERPRISE LLC	PURE ROYALTY PARKING GARAGE	1843	CROTONA AVE		BRONX	NY	10457	7182942419	Bronx	2
2048152-DCA	Business	3/31/21	EAGLE PARKING GARAGE INC		759	EAGLE AVE		BRONX	NY	10456	3472207660	Bronx	2
1298410-DCA	Business	3/31/11	"ALLIANCE 185TH PARKING, LLC"		4320	BROADWAY		NEW YORK	NY	10033	2125810535	Manhattan	1
0469866-DCA	Business	3/31/15	METRO PARKING CORP.		301	E 63RD ST		NEW YORK	NY	10065	2122493344	Manhattan	1
1233573-DCA	Business	3/31/21	BREVOORT PARKING LLC		20	E 9TH ST		NEW YORK	NY	10003	2126869800	Manhattan	1
2036650-DCA	Business	3/31/21	IMPARK 1199 PA LLC		1199	PARK AVE		NEW YORK	NY	10128	212-937-8660	Manhattan	1
1473030-DCA	Business	3/31/15	24 LEONARD PARKING LLC		24	LEONARD ST		NEW YORK	NY	10013	2126202621	Manhattan	1
1437279-DCA	Business	3/31/19	"SURF AVENUE LOGISTICS, LLC"		173	E 156TH ST		BRONX	NY	10451	9175840383	Bronx	2
1387896-DCA	Business	3/31/21	3480 THIRD AVENUE PARKING INC.		3480	3RD AVE		BRONX	NY	10456	3472844141	Bronx	2
1409764-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		214	W 80TH ST		NEW YORK	NY	10024	2125025490	Manhattan	1
0913235-DCA	Business	3/31/11	PRINCESS CAR PARK INC.	PRINCESS PARKING	800	GRAND CONCOURSE		BRONX	NY	10451	2127367171	Bronx	2
1188120-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		340	E 80TH ST		NEW YORK	NY	10075	2125025490	Manhattan	1
1290041-DCA	Business	3/31/11	STANDARD PARKING CORPORATION		9230	165TH ST		JAMAICA	NY	11433	212163480	Queens	4
0469141-DCA	Business	3/31/11	MANHATTAN PARKING E. 35 ST. CORP.		246	E 35TH ST		NEW YORK	NY	10016	2127536116	Manhattan	1
2088828-DCA	Business	3/31/21	30-40-60 GARAGE LLC		40	E 9TH ST		NEW YORK	NY	10003	6469644323	Manhattan	1
1438658-DCA	Business	9/23/12	"CMJ PARKING, CORP"		6336	99TH ST		REGO PARK	NY	11374	3478987780	Queens	4
2083100-DCA	Business	3/31/21	ISABEL PARKING LLC		30	E 161ST ST		BRONX	NY	10451	6465840409	Bronx	2
1002786-DCA	Business	3/31/21	111 EIGHTH AVENUE PARKING LLC		111	8TH AVE		NEW YORK	NY	10011	2126869800	Manhattan	1
0920557-DCA	Business	3/31/21	BASIC PARKING CORP.		225	E 46TH ST		NEW YORK	NY	10017	2129802006	Manhattan	1
1241099-DCA	Business	3/31/11	BUZZ PARKING II LLC		14	KENMARE ST		NEW YORK	NY	10012	2122268567	Manhattan	1
1420789-DCA	Business	3/31/21	CHAMPION PARKING 82 LLC		60	E END AVE		NEW YORK	NY	10028	212-308-5959	Manhattan	1
1206795-DCA	Business	3/31/11	F. A. J. PARKING CORP.		3795	10TH AVE		NEW YORK	NY	10034	2122817491	Manhattan	1
2078405-DCA	Business	3/31/21	NAGLE PARKING INC		3050	CORLEAR AVE		BRONX	NY	10463	9292478827	Bronx	2
1250811-DCA	Business	3/31/13	9851 CORP.		6536	99TH ST		REGO PARK	NY	11374	7184596110	Queens	4
1117864-DCA	Business	3/31/19	WEST 89TH STREET PARKING LLC		205-209	W 89TH ST		NEW YORK	NY	10024	2123749867		
1195420-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		7710	41ST AVE		ELMHURST	NY	11373	7185025490	Queens	4
1461597-DCA	Business	3/31/21	QUIK PARK MIA GARAGE LLC		38	BOWERY		NEW YORK	NY	10013	2123492299	Manhattan	1
1460793-DCA	Business	3/31/21	LTG PARKING CORP.		205	W END AVE		NEW YORK	NY	10023	2126869800	Manhattan	1
0976075-DCA	Business	3/31/21	PREMIER PARKING LLC		203	E 61ST ST		NEW YORK	NY	10065	2126869800	Manhattan	1
1146456-DCA	Business	3/31/13	"IMPERIAL PARKING (U.S.), INC"	IMPARK	750	AVENUE OF THE AMERICAS		NEW YORK	NY	10010	2129378660	Manhattan	1
1440446-DCA	Business	3/31/19	QUIK PARK PCVST GARAGE LLC		420	E 20TH ST		NEW YORK	NY	10009	2126145862	Manhattan	1
1440452-DCA	Business	3/31/19	QUIK PARK PCVST GARAGE LLC		251	AVENUE C		NEW YORK	NY	10009	2126145862	Manhattan	1
1383752-DCA	Business	3/31/13	222 WEST 14TH STREET PARKING CORP.		222	W 14TH ST		NEW YORK	NY	10011	2122485900	Manhattan	1
1306862-DCA	Business	3/31/13	CHAMPION PARKING 9 LLC		220	E 9TH ST		NEW YORK	NY	10003	2123035959	Manhattan	1
1305460-DCA	Business	3/31/21	THEATER 50 PARKING LLC		305	W 50TH ST		NEW YORK	NY	10019	2126869800	Manhattan	1
1309084-DCA	Business	3/31/11	PLYMOUTH PARKING LLC		1781	1ST AVE		NEW YORK	NY	10128	2128798388	Manhattan	1
1113135-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		910	9TH AVE		NEW YORK	NY	10019	2126296602	Manhattan	1
1415118-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		100	W 57TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
1182385-DCA	Business	3/31/21	MANHATTAN PARKING GRAMERCY CORP.		32	GRAMERCY PARK S		NEW YORK	NY	10003	2124903460	Manhattan	1
0811933-DCA	Business	3/31/19	CENTURY PARKING LLC	CENTRY PARKING LLC	330	E 75TH ST		NEW YORK	NY	10021	2126869800	Manhattan	1
2031032-DCA	Business	3/31/17	IMPERIAL PARKING US LLC	IMPARK	210	CENTRAL PARK S		NEW YORK	NY	10019	2129378660	Manhattan	1
2084142-DCA	Business	3/31/21	CHAMPION PARKING 245 LLC		1441	2ND AVE		NEW YORK	NY	10021	2123085959	Manhattan	1
1182751-DCA	Business	3/31/17	"ALLAN GARAGE, LLC"	MEYERS PARKING	152	E 87TH ST		NEW YORK	NY	10128	2125025490	Manhattan	1
2060785-DCA	Business	3/31/21	ENTERPRISE WORLD PARKING LLC		845	UNITED NATIONS PLZ		NEW YORK	NY	10017	212-564-3199	Manhattan	1
1379011-DCA	Business	3/31/15	"DAG PARKING MGMT, LLC"		240	E 47TH ST		NEW YORK	NY	10017	2127957275	Manhattan	1
1126256-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		180	W 20TH ST		NEW YORK	NY	10011	2126296602	Manhattan	1
2055928-DCA	Business	3/31/21	SP PLUS CORPORATION		9844	57TH AVE		CORONA	NY	11368	2125025490	Queens	4
1158659-DCA	Business	3/31/11	STANDARD PARKING CORPORATION		PIER 40	WEST ST		NEW YORK	NY	10014	9999999999		
1252781-DCA	Business	3/31/11	BRILLIANT PARKING CORP.		284	DYCKMAN ST		NEW YORK	NY	10034	2125696249	Manhattan	1
1196478-DCA	Business	3/31/17	401 EAST 86TH STREET PARKING LLC		401	E 86TH ST		NEW YORK	NY	10028	2128767669	Manhattan	1
1396798-DCA	Business	2/19/12	QUIK PARK HUDSON RIVER 5 LLC		60	RIVERSIDE BLVD		NEW YORK	NY	10069	2128322066	Manhattan	1
2054403-DCA	Business	3/31/21	ATRIUM PARK LLC		155	W 36TH ST		NEW YORK	NY	10018	212-686-9800	Manhattan	1
1193541-DCA	Business		RIVER PARKING SYSTEMS CORP.		85	E 158TH ST		BRONX	NY	10451	7189939026	Bronx	2
2043321-DCA	Business	3/31/21	PARK FDB LLC		2280	FREDERICK DOUGLASS BLVD		NEW YORK	NY	10027	2122228487	Manhattan	1
1298303-DCA	Business	3/31/15	OASIS AUTO REPAIR & GARAGE CORP.		431	W 202ND ST		NEW YORK	NY	10034	212-544-2833	Manhattan	1
2059472-DCA	Business	3/31/21	CARNEGIE BROADWAY PARKING LLC		211-221	W 56TH ST		NEW YORK	NY	10019	2126869800	Manhattan	1
2044989-DCA	Business	3/31/17	LM BONNEVILLE PARKING LLC		329-333	E 22ND ST		NEW YORK	NY	10010	2127143571	Manhattan	1
1179983-DCA	Business	3/31/21	PACE PARKING LLC		990	AVENUE OF THE AMERICAS		NEW YORK	NY	10018	2126869800	Manhattan	1
2001374-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		350	E 30TH ST		NEW YORK	NY	10016	2125025490	Manhattan	1
2051094-DCA	Business	3/31/21	LINC GARAGE LLC		20	N 5TH ST		BROOKLYN	NY	11249	646-584-0409	Brooklyn	3
1137167-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	33	W 28TH ST		NEW YORK	NY	10001	2126296602	Manhattan	1
2023595-DCA	Business		WALL STREET GARAGE PARKING CORP.		1420	YORK AVE		NEW YORK	NY	10021	2127373279	Manhattan	1
1196465-DCA	Business	3/31/11	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	73-79	W 92ND ST		NEW YORK	NY	10025	2125025490		
1058507-DCA	Business	3/31/21	53RD PARKING CORP.		301	W 53RD ST		NEW YORK	NY	10019	2127367171	Manhattan	1
1191160-DCA	Business	3/31/11	"250 PARKING SERVICES, LLC"	LAZ PARKING	250	E 39TH ST		NEW YORK	NY	10016	2122652239	Manhattan	1
0984363-DCA	Business	3/31/21	520 WEST PARKING CORP.		520	W 43RD ST		NEW YORK	NY	10036	2127367171	Manhattan	1
1339065-DCA	Business	3/31/21	MANHATTAN PARKING E 35 ST CORP		246	E 35TH ST		NEW YORK	NY	10016	2124903460	Manhattan	1
1456713-DCA	Business	3/31/19	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	699	W END AVE		NEW YORK	NY	10025	212-502-5490	Manhattan	1
1378765-DCA	Business	3/31/15	82ND PARKING GARAGE LLC		3555	82ND ST		JACKSON HEIGHTS	NY	11372	7187794774	Queens	4
2001236-DCA	Business	2/26/19	QUIK PARK HUDSON LLC		140	RIVERSIDE BLVD		NEW YORK	NY	10069	212-686-9800	Manhattan	1
1199939-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	213	E 43RD ST		NEW YORK	NY	10017	2125025490	Manhattan	1
2024618-DCA	Business	3/31/17	GMS AUTO STATION INC		2173	GRAND CONCOURSE		BRONX	NY	10453	9176559590	Bronx	2
1144398-DCA	Business	8/18/13	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		1745	BROADWAY		NEW YORK	NY	10019	2126296602	Manhattan	1
1303081-DCA	Business	3/31/11	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		150	W 83RD ST		NEW YORK	NY	10024	2125025490	Manhattan	1
1379117-DCA	Business	3/31/19	365 MANAGEMENT CORP.		4125	KISSENA BLVD		FLUSHING	NY	11355	7188882367	Queens	4
1460988-DCA	Business	3/31/21	PENN PARKING LLC		1	PENN PLAZA		NEW YORK	NY	10001	2126869800		
1410805-DCA	Business	3/31/15	"DIAMOND 1 PARKING GARAGE, INC."		284	DYCKMAN ST		NEW YORK	NY	10034	3478435023	Manhattan	1
1205940-DCA	Business	3/31/21	"IMPERIAL PARKING (U.S.), INC"		60	E 12TH ST		NEW YORK	NY	10003	2129378660	Manhattan	1
2065205-DCA	Business	3/31/19	PARK 'N GO USA LLC		340	PENNSYLVANIA AVE		BROOKLYN	NY	11207	3476975154	Brooklyn	3
2036643-DCA	Business	3/31/19	"IMPARK WEST 56, LLC."		33	W 56TH ST		NEW YORK	NY	10019	212-937-8660	Manhattan	1
2085275-DCA	Business	3/31/21	8936 PARKING LLC		8936	SUTPHIN BLVD		JAMAICA	NY	11435	917-592-4762	Queens	4
0921085-DCA	Business	3/31/21	"ABC PARKING, CORP."		2070	WHITE PLAINS RD		BRONX	NY	10462	7188025611	Bronx	2
2026307-DCA	Business	3/31/17	ONE PARKING 34TH STREET LLC	ONE PARKING	509	W 34TH ST		NEW YORK	NY	10001	2123706530	Manhattan	1
1302959-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		284	AUDUBON AVE		NEW YORK	NY	10033	2125025490	Manhattan	1
1180717-DCA	Business	3/31/21	118 PARKING CORP.		1682	PARK AVE		NEW YORK	NY	10035	2127367171	Manhattan	1
1154973-DCA	Business	3/31/11	ANN PARK LLC		57	ANN ST		NEW YORK	NY	10038	2127143521	Manhattan	1
2080770-DCA	Business	1/2/19	PARK AMERICA CORP		50	N 5TH ST		BROOKLYN	NY	11249	2124866888	Brooklyn	3
1377844-DCA	Business	3/11/12	QUIK PARK NORTHROSE GARAGE LLC		505	E 161ST ST		BRONX	NY	10451	2128322066	Bronx	2
1463440-DCA	Business	3/31/19	"KINNEY PARKING SYSTEM, LLC"		109	W 56TH ST		NEW YORK	NY	10019	2125025490	Manhattan	1
1001573-DCA	Business	3/31/21	245 EAST 40TH ST. PARKING LLC		747	2ND AVE		NEW YORK	NY	10017	2126869800	Manhattan	1
2052724-DCA	Business	3/31/21	GMH PARK INC		4701	QUEENS BLVD		SUNNYSIDE	NY	11104	9172140583	Queens	4
1243101-DCA	Business	3/31/15	CAPITAL CAR PARK LLC		1420	YORK AVE		NEW YORK	NY	10021	2122216111	Manhattan	1
0881133-DCA	Business	3/31/11	MANHATTAN PARKING W 45TH STREET CORP.		120	W 45TH ST		NEW YORK	NY	10036	2127536116	Manhattan	1
2047816-DCA	Business	3/31/21	F & A PARKING CORP	24 HOURS PARKING GARAGE	4123	CRESCENT ST		LONG ISLAND CITY	NY	11101	7183992640	Queens	4
1030925-DCA	Business	3/31/11	PAAL PARKING CORP.		2010	WESTCHESTER AVE		BRONX	NY	10462	7188929379	Bronx	2
2054849-DCA	Business	3/31/21	70TH PARK OPS LLC		400	E 70TH ST		NEW YORK	NY	10021	2129299404	Manhattan	1
1298309-DCA	Business	3/31/15	"FIESTA CAR PARK, LLC"		466	11TH AVE		NEW YORK	NY	10018	2122216111	Manhattan	1
2001373-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		196-200	CADMAN PLAZA W		BROOKLYN	NY	11201	2125025490	Brooklyn	3
2051520-DCA	Business	3/31/21	LONG ISLAND JEWISH MEDICAL CENTER		27117	76TH AVE		NEW HYDE PARK	NY	11040	718-470-7202	Queens	4
0899288-DCA	Business	3/31/19	POO PARKING CORP.		1752	MORRIS AVE		BRONX	NY	10457	2124903460	Bronx	2
0760802-DCA	Business	3/31/21	MERIT PARKING LLC		12	E 107TH ST		NEW YORK	NY	10029	2126869800	Manhattan	1
1416886-DCA	Business	3/31/13	CP PARKING CORP.		3907	PRINCE ST		FLUSHING	NY	11354	9175785635	Queens	4
2072271-DCA	Business	3/31/19	LOVE PARKING LLC		9	COLLEGE PL		BROOKLYN	NY	11201	2126869800	Brooklyn	3
1199450-DCA	Business	3/31/21	215 E 95TH PARKING LLC		201	E 95TH ST		NEW YORK	NY	10128	2126869800	Manhattan	1
1331217-DCA	Business	3/31/17	QUIK PARK EAST 66 LLC		250	E 67TH ST		NEW YORK	NY	10065	2128322066	Manhattan	1
1337218-DCA	Business	3/31/15	PARK RIGHT CORPORATION		39	E 29TH ST		NEW YORK	NY	10016	2122624771	Manhattan	1
1256221-DCA	Business	3/31/21	53RD STERLING PARKING LLC		304	E 53RD ST		NEW YORK	NY	10022	2126869800	Manhattan	1
1344915-DCA	Business	11/28/16	STANDARD PARKING CORPORATION		455	CENTRAL PARK W		NEW YORK	NY	10025	2126667246	Manhattan	1
2029596-DCA	Business	3/31/21	BPG 149TH M LLC		225	E 149TH ST		BRONX	NY	10451	7185856850	Bronx	2
0904133-DCA	Business	3/31/15	"SOVEREIGN CAR PARK, INC."	GGMC	425	E 58TH ST		NEW YORK	NY	10022	2129966363	Manhattan	1
1397700-DCA	Business	3/31/21	GREENLUX PARKING LLC		300	N END AVE		NEW YORK	NY	10282	2126869800	Manhattan	1
1132509-DCA	Business	3/31/11	"CHELSEA MTP OPERATING, LLC"		511	W 18TH ST		NEW YORK	NY	10011	2125755335	Manhattan	1
1461191-DCA	Business	5/16/16	"IMPERIAL PARKING (U.S.), LLC"		6135	JUNCTION BOULEVARD		QUEENS	NY	11374	212-937-8660		
1199948-DCA	Business	3/31/13	"KINNEY PARKING SYSTEM, INC."	CENTRAL PARKING SYSTEM	416	W 36TH ST		NEW YORK	NY	10018	2125025490	Manhattan	1
1019560-DCA	Business	3/31/21	CENTURY CAR PARK LLC		3310	AVENUE H		BROOKLYN	NY	11210	2122216111	Brooklyn	3
2059807-DCA	Business	3/31/21	"WOC 80 DEKALB GARAGE, LLC"		80	DEKALB AVE		BROOKLYN	NY	11201	516-565-5600	Brooklyn	3
1421340-DCA	Business	2/8/15	"CENTRAL PARKING SYSTEM OF NEW YORK,INC."		371	7TH AVE		NEW YORK	NY	10001	2125025490	Manhattan	1
1420996-DCA	Business	3/31/19	231ST STREET PARKING LLC	ALL COUNTY PARKING	3050	CORLEAR AVE		BRONX	NY	10463	718-708-5077	Bronx	2
2000583-DCA	Business	3/31/15	"CENTRAL PARKING SYSTEM OF NEW YORK, INC"		27-49	W 52ND ST		NEW YORK	NY	10019	2125025490	Manhattan	1
2067173-DCA	Business	3/31/21	ELMHURST PARKING CORPORATION		8015	41ST AVE		ELMHURST	NY	11373	9173251969	Queens	4
1140970-DCA	Business	3/31/21	"GARDEN GARAGE, LLC"		253	W 29TH ST		NEW YORK	NY	10001	212-686-9800	Manhattan	1
0901087-DCA	Business	3/31/21	LTG PARKING CORP.		165	W END AVE		NEW YORK	NY	10023	212-686-9800	Manhattan	1
2059559-DCA	Business	3/31/21	IMPERIAL PARKING (US) LLC		97	CHARLES ST	AKA 100-102 PERRY STREET	NEW YORK	NY	10014	2129378660	Manhattan	1
2059578-DCA	Business	3/31/21	375 HUD PARKING LLC		375	HUDSON ST		NEW YORK	NY	10014	2126869800	Manhattan	1
1155053-DCA	Business	3/31/15	PARK 15 WEST LLC		422	W 15TH ST		NEW YORK	NY	10011	2125643199	Manhattan	1
1118641-DCA	Business	3/31/21	"COLUMBUS CIRCLE PARKING, LLC"		330	W 58TH ST		NEW YORK	NY	10019	2126869800	Manhattan	1
0976183-DCA	Business	3/31/21	EVER-READY PARKING INC.		330	E 46TH ST		NEW YORK	NY	10017	2127367171	Manhattan	1
2060133-DCA	Business	5/5/19	RAPID PARK HOLDING CORP	CORNELL MEDICAL CENTER	1305	YORK AVE		NEW YORK	NY	10021	212-866-1000	Manhattan	1
1371418-DCA	Business	12/14/10	FIVE STAR PARKING INC.	FIVE STAR PARING AT ALEXANDRIA CENTER	450	E 29TH ST		NEW YORK	NY	10016	9737928420	Manhattan	1
1262710-DCA	Business	3/31/21	ACCESS PARKING CORP.		159	W 21ST ST		NEW YORK	NY	10011	2126757985	Manhattan	1
2083832-DCA	Business	3/31/21	RELIABLE PARKING CORP.		1193	FRANKLIN AVE		BRONX	NY	10456	2124903460	Bronx	2
2064267-DCA	Business	3/31/19	ONE EASY PARK INC		1802	PETRACCA PL		WHITESTONE	NY	11357	9174008562	Queens	4
1350446-DCA	Business	3/31/13	EMPIRE PARKING CORP.		853	LONGWOOD AVE		BRONX	NY	10459	212-262-4771	Bronx	2
2009820-DCA	Business	3/31/17	QUIK PARK 866 GARAGE LLC		866	UN PLZ		NEW YORK	NY	10017	212-832-2066	Manhattan	1
2039264-DCA	Business	3/31/19	"ABM PARKING SERVICES, INC"		866	UNITED NATIONS PLZ		NEW YORK	NY	10017	2122131282	Manhattan	1
1376392-DCA	Business	3/31/15	ENMANUEL PARKING GARAGE CORP.		2346	RYER AVE		BRONX	NY	10458	7183291320	Bronx	2
2023599-DCA	Business	3/31/19	BLEECKER PARKING CORP.		380	LENOX AVE		NEW YORK	NY	10027	2127373279	Manhattan	1
1468022-DCA	Business	3/31/21	QUIK PARK LIC LLC		4545	CENTER BLVD		LONG ISLAND CITY	NY	11109	2128322066	Queens	4
1333128-DCA	Business	3/31/21	2721 NEIGHBORHOOD PARKING LOT CORP.		2721	BRONXWOOD AVE		BRONX	NY	10469	347-427-7606	Bronx	2
2042301-DCA	Business	3/31/21	210 CENTRAL PARK SOUTH PARKING CORP.		210	CENTRAL PARK S		NEW YORK	NY	10019	2127367171	Manhattan	1
1157668-DCA	Business	3/31/13	DIAMOND PARKING CORP.		67	LAIGHT ST		NEW YORK	NY	10013	9736228888	Manhattan	1
1310048-DCA	Business	3/31/19	QUIK PARK 311 WB LLC	QUIK PARK INC.	311	W BROADWAY		NEW YORK	NY	10013	2128322066	Manhattan	1
1005964-DCA	Business	3/31/11	BRIDGE PARKING LLC		338	E 59TH ST		NEW YORK	NY	10022	2123085959	Manhattan	1
2012918-DCA	Business	3/31/17	"CENTRAL PARKING SYSTEM OF NEW YORK, INC."		525	W 28TH ST		NEW YORK	NY	10001	2129676800	Manhattan	1
2059649-DCA	Business	3/31/21	SMITH & LIVINGSTON PARKING LLC		141	LIVINGSTON ST		BROOKLYN	NY	11201	212-686-9800	Brooklyn	3
1093573-DCA	Business	3/31/21	PANTOJA USED CAR INC.	NYS BRONX PARKING	1962	CROTONA PKWY		BRONX	NY	10460	7186178548	Bronx	2
